Local time,Ask,Bid,AskVolume,BidVolume
29.09.2016 01:00:01.064,48.845,48.785000000000004,0.0001,0
29.09.2016 01:00:01.114,48.875,48.795,0.0001,0
29.09.2016 01:00:01.814,48.855000000000004,48.795,0.0001,0
29.09.2016 01:00:02.298,48.875,48.795,0.0001,0
29.09.2016 01:00:02.599,48.875,48.805,0.0001,0
29.09.2016 01:00:02.902,48.875,48.815,0.0001,0
29.09.2016 01:00:04.305,48.875,48.805,0.0001,0
29.09.2016 01:00:08.213,48.870000000000005,48.81,0.0001,0
29.09.2016 01:00:18.128,48.875,48.815,0.0001,0
29.09.2016 01:00:20.932,48.88,48.82,0.0001,0
29.09.2016 01:00:24.736,48.875,48.815,0.0001,0
29.09.2016 01:00:26.940,48.88,48.82,0.0001,0
29.09.2016 01:00:29.743,48.885,48.825,0.0001,0
29.09.2016 01:00:30.644,48.875,48.815,0.0001,0
29.09.2016 01:00:31.646,48.88,48.82,0.0001,0
29.09.2016 01:00:32.163,48.885,48.825,0.0001,0
29.09.2016 01:00:32.626,48.88,48.82,0.0001,0
29.09.2016 01:00:34.450,48.885,48.825,0.0001,0
29.09.2016 01:00:39.256,48.89,48.83,0.0001,0
29.09.2016 01:00:39.957,48.885,48.825,0.0001,0
29.09.2016 01:00:41.660,48.88,48.82,0.0001,0
29.09.2016 01:00:54.495,48.885,48.825,0.0001,0
29.09.2016 01:00:55.897,48.89,48.83,0.0001,0
29.09.2016 01:00:59.708,48.885,48.825,0.0001,0
29.09.2016 01:01:00.330,48.895,48.835,0.0001,0
29.09.2016 01:01:37.453,48.885,48.825,0.0001,0
29.09.2016 01:01:38.555,48.89,48.83,0.0001,0
29.09.2016 01:01:38.943,48.885,48.825,0.0001,0
29.09.2016 01:01:48.068,48.915,48.845,0.0001,0
29.09.2016 01:01:48.668,48.905,48.845,0.0001,0
29.09.2016 01:01:50.771,48.910000000000004,48.85,0.0001,0
29.09.2016 01:01:57.780,48.92,48.86,0.0001,0
29.09.2016 01:01:58.177,48.925000000000004,48.865,0.0001,0
29.09.2016 01:02:00.783,48.92,48.86,0.0001,0
29.09.2016 01:02:04.826,48.93,48.870000000000005,0.0001,0
29.09.2016 01:02:05.396,48.92,48.86,0.0001,0
29.09.2016 01:02:05.702,48.910000000000004,48.85,0.0001,0
29.09.2016 01:02:14.005,48.905,48.845,0.0001,0
29.09.2016 01:02:25.377,48.910000000000004,48.85,0.0001,0
29.09.2016 01:02:29.422,48.9,48.84,0.0001,0
29.09.2016 01:02:43.137,48.905,48.845,0.0001,0
29.09.2016 01:02:43.966,48.910000000000004,48.85,0.0001,0
29.09.2016 01:03:05.163,48.915,48.855000000000004,0.0001,0
29.09.2016 01:03:08.466,48.910000000000004,48.85,0.0001,0
29.09.2016 01:03:20.082,48.915,48.855000000000004,0.0001,0
29.09.2016 01:03:31.897,48.910000000000004,48.85,0.0001,0
29.09.2016 01:03:35.800,48.925000000000004,48.855000000000004,0.0001,0
29.09.2016 01:03:35.900,48.910000000000004,48.85,0.0001,0
29.09.2016 01:03:37.434,48.935,48.875,0.0001,0
29.09.2016 01:03:38.042,48.945,48.885,0.0001,0
29.09.2016 01:03:40.208,48.95,48.89,0.0001,0
29.09.2016 01:03:40.809,48.945,48.885,0.0001,0
29.09.2016 01:03:50.331,48.935,48.875,0.0001,0
29.09.2016 01:03:53.822,48.95,48.89,0.0001,0
29.09.2016 01:05:05.207,48.965,48.875,0.0001,0
29.09.2016 01:05:09.210,48.975,48.865,0.0001,0
29.09.2016 01:05:20.024,48.95,48.89,0.0001,0
29.09.2016 01:05:21.125,48.945,48.885,0.0001,0
29.09.2016 01:05:22.027,48.94,48.88,0.0001,0
29.09.2016 01:05:22.531,48.935,48.875,0.0001,0
29.09.2016 01:05:22.926,48.945,48.885,0.0001,0
29.09.2016 01:05:54.383,48.95,48.89,0.0001,0
29.09.2016 01:06:26.926,48.955,48.895,0.0001,0
29.09.2016 01:06:27.255,48.95,48.89,0.0001,0
29.09.2016 01:06:33.715,48.945,48.885,0.0001,0
29.09.2016 01:06:35.946,48.935,48.875,0.0001,0
29.09.2016 01:06:36.555,48.94,48.88,0.0001,0
29.09.2016 01:06:38.420,48.935,48.875,0.0001,0
29.09.2016 01:06:44.528,48.94,48.88,0.0001,0
29.09.2016 01:07:07.450,48.945,48.885,0.0001,0
29.09.2016 01:07:36.414,48.95,48.89,0.0001,0
