Timestamp,Balance,BRENTX
2016-09-19 10:17:55.833000, Balance: 9999.53,0.00, 0
2016-09-19 10:27:26.290000, Balance: 9999.53,0.00, 0
2016-09-19 10:40:06.419000, Balance: 9999.53,0.00, 0
2016-09-19 10:53:20.318000, Balance: 9999.53,0.00, 0
2016-09-19 11:06:02.107000, Balance: 9999.53,0.00, 0
2016-09-19 11:18:55.975000, Balance: 9999.53,0.00, 0
2016-09-19 11:30:41.791000, Balance: 9999.53,0.00, 0
2016-09-19 11:40:12.357000, Balance: 9999.53,0.00, 0
2016-09-19 11:54:38.999000, Balance: 9999.53,0.00, 0
2016-09-19 12:02:36.978000, Balance: 9999.53,0.00, 0
2016-09-19 12:13:10.470000, Balance: 9999.53,0.00, 0
2016-09-19 12:26:03.032000, Balance: 9999.53,0.00, 0
2016-09-19 12:41:28.787000, Balance: 9999.53,0.00, 0
2016-09-19 12:48:53.802000, Balance: 9999.53,0.00, 0
2016-09-19 12:58:17.958000, Balance: 9999.53,0.00, 0
2016-09-19 13:08:30.121000, Balance: 9999.53,0.00, 0
2016-09-19 13:15:55.947000, Balance: 9999.53,0.00, 0
2016-09-19 13:23:16.881000, Balance: 9999.53,0.00, 0
2016-09-19 13:30:10.692000, Balance: 9999.53,0.00, 0
2016-09-19 13:36:53.336000, Balance: 9999.53,0.00, 0
2016-09-19 13:43:21.161000, Balance: 9999.53,0.00, 0
2016-09-19 13:48:14.456000, Balance: 9999.53,0.00, 0
2016-09-19 13:52:48.544000, Balance: 9999.53,0.00, 0
2016-09-19 13:58:49.909000, Balance: 9999.53,0.00, 0
2016-09-19 14:02:21.256000, Balance: 9999.53,0.00, 0
2016-09-19 14:05:56.313000, Balance: 9999.53,0.00, 0
2016-09-19 14:09:19.915000, Balance: 9999.53,0.00, 0
2016-09-19 14:11:12.665000, Balance: 9999.53,0.00, 0
2016-09-19 14:14:20.005000, Balance: 9999.53, Current Profit: -0.60000, Units -10
2016-09-19 14:17:51.271000, Balance: 9999.53, Current Profit: -0.82500, Units -10
2016-09-19 14:21:57.023000, Balance: 9999.53, Current Profit: -1.27500, Units -10
2016-09-19 14:26:11.295000, Balance: 9999.53, Current Profit: -1.40000, Units -10
2016-09-19 14:30:02.142000, Balance: 9999.53, Current Profit: -1.82500, Units -10
2016-09-19 14:31:46.995000, Balance: 9999.53, Current Profit: -1.67500, Units -10
2016-09-19 14:33:25.999000, Balance: 9999.53, Current Profit: -2.10000, Units -10
2016-09-19 14:35:25.432000, Balance: 9999.53, Current Profit: -2.25000, Units -10
2016-09-19 14:38:11.990000, Balance: 9999.53, Current Profit: -2.15000, Units -10
2016-09-19 14:40:07.640000, Balance: 9999.53, Current Profit: -2.57500, Units -10
2016-09-19 14:42:28.853000, Balance: 9999.53, Current Profit: -2.70000, Units -10
2016-09-19 14:44:57.179000, Balance: 9999.53, Current Profit: -1.75000, Units -10
2016-09-19 14:47:16.311000, Balance: 9999.53, Current Profit: -2.50000, Units -10
2016-09-19 14:49:17.596000, Balance: 9999.53, Current Profit: -3.52500, Units -10
2016-09-19 14:50:57.140000, Balance: 9999.53, Current Profit: -3.52500, Units -10
2016-09-19 14:53:48.195000, Balance: 9999.53, Current Profit: -3.95000, Units -10
2016-09-19 14:56:27.630000, Balance: 9994.93,0.00, 0
2016-09-19 15:00:49.946000, Balance: 9994.93,0.00, 0
2016-09-19 15:03:46.239000, Balance: 9994.93,0.00, 0
2016-09-19 15:06:37.147000, Balance: 9994.93,0.00, 0
2016-09-19 15:09:24.053000, Balance: 9994.93,0.00, 0
2016-09-19 15:12:10.665000, Balance: 9994.93,0.00, 0
2016-09-19 15:15:07.897000, Balance: 9994.93,0.00, 0
2016-09-19 15:17:53.801000, Balance: 9994.93,0.00, 0
2016-09-19 15:19:30.349000, Balance: 9994.93,0.00, 0
2016-09-19 15:20:55.699000, Balance: 9994.93, Current Profit: 0.15000, Units 10
2016-09-19 15:22:48.894000, Balance: 9994.93, Current Profit: -0.05000, Units 10
2016-09-19 15:25:07.115000, Balance: 9994.93, Current Profit: 0.30000, Units 10
2016-09-19 15:27:38.168000, Balance: 9994.93, Current Profit: -0.65000, Units 10
2016-09-19 15:29:42.705000, Balance: 9994.93, Current Profit: -1.30000, Units 10
2016-09-19 15:32:35.989000, Balance: 9994.93, Current Profit: -0.82500, Units 10
2016-09-19 15:34:50.204000, Balance: 9994.93, Current Profit: -0.05000, Units 10
2016-09-19 15:37:19.960000, Balance: 9994.93, Current Profit: -1.10000, Units 10
2016-09-19 15:41:17.709000, Balance: 9994.93, Current Profit: -0.72500, Units 10
2016-09-19 15:45:41.205000, Balance: 9994.93, Current Profit: -0.22500, Units 10
2016-09-19 15:47:59.339000, Balance: 9994.93, Current Profit: -0.15000, Units 10
2016-09-19 15:50:38.933000, Balance: 9994.93, Current Profit: -0.90000, Units 10
2016-09-19 15:52:56.215000, Balance: 9994.93, Current Pr
