Time,open,high,low,close
2016-06-01 00:39:00,1.11325,1.11328,1.11322,1.11323
2016-06-01 00:40:00,1.11323,1.11326,1.11323,1.11325
2016-06-01 00:41:00,1.11326,1.11326,1.11325,1.11325
2016-06-01 00:42:00,1.11325,1.11331,1.11325,1.1133
2016-06-01 00:43:00,1.1133,1.1133,1.11329,1.11329
2016-06-01 00:44:00,1.11328,1.11328,1.11325,1.11325
2016-06-01 00:45:00,1.11327,1.11327,1.11326,1.11326
2016-06-01 00:46:00,1.11325,1.11335,1.11325,1.11335
2016-06-01 00:47:00,1.11334,1.11334,1.11333,1.11333
2016-06-01 00:48:00,1.11331,1.11331,1.11328,1.11329
2016-06-01 00:49:00,1.1133,1.11332,1.11329,1.11332
2016-06-01 00:50:00,1.11332,1.11336,1.1133,1.11334
2016-06-01 00:51:00,1.11334,1.11334,1.11332,1.11333
2016-06-01 00:52:00,1.11333,1.11339,1.11332,1.11339
2016-06-01 00:53:00,1.11339,1.11349,1.11339,1.11344
2016-06-01 00:54:00,1.11345,1.1135,1.11337,1.11339
2016-06-01 00:55:00,1.11338,1.1134,1.11338,1.11339
2016-06-01 00:56:00,1.11339,1.11341,1.11338,1.11341
2016-06-01 00:57:00,1.1134,1.11346,1.1134,1.11345
2016-06-01 00:58:00,1.11344,1.11352,1.11344,1.11346
2016-06-01 00:59:00,1.11346,1.11346,1.11342,1.11342
2016-06-01 01:00:00,1.11342,1.11349,1.11332,1.11349
2016-06-01 01:01:00,1.1135,1.11369,1.1135,1.11354
2016-06-01 01:02:00,1.11354,1.11355,1.11344,1.11344
2016-06-01 01:03:00,1.11343,1.11348,1.11333,1.11333
2016-06-01 01:04:00,1.11333,1.11337,1.11325,1.11336
2016-06-01 01:05:00,1.11337,1.11341,1.11332,1.11335
2016-06-01 01:06:00,1.11335,1.11335,1.11314,1.11315
2016-06-01 01:07:00,1.11314,1.1132,1.11313,1.11316
2016-06-01 01:08:00,1.11315,1.11318,1.11307,1.11311
2016-06-01 01:09:00,1.11312,1.11316,1.11312,1.11316
2016-06-01 01:10:00,1.11316,1.11347,1.11316,1.11331
2016-06-01 01:11:00,1.11329,1.11332,1.11322,1.11324
2016-06-01 01:12:00,1.11324,1.11327,1.11305,1.11308
2016-06-01 01:13:00,1.11307,1.11307,1.11297,1.11297
2016-06-01 01:14:00,1.11297,1.11305,1.11297,1.11302
2016-06-01 01:15:00,1.11303,1.1131,1.11298,1.11308
2016-06-01 01:16:00,1.11309,1.1131,1.11304,1.1131
2016-06-01 01:17:00,1.11308,1.11308,1.11299,1.11299
2016-06-01 01:18:00,1.11299,1.11303,1.11297,1.11298
2016-06-01 01:19:00,1.11299,1.11312,1.11299,1.11308
2016-06-01 01:20:00,1.11308,1.11322,1.11305,1.11321
2016-06-01 01:21:00,1.1132,1.1132,1.11304,1.11306
2016-06-01 01:22:00,1.11305,1.11309,1.11305,1.11309
2016-06-01 01:23:00,1.11308,1.1131,1.11306,1.11309
2016-06-01 01:24:00,1.11308,1.11313,1.11308,1.11308
2016-06-01 01:25:00,1.11309,1.11309,1.11291,1.11292
2016-06-01 01:26:00,1.11293,1.11299,1.11289,1.1129
2016-06-01 01:27:00,1.11289,1.1129,1.11285,1.11285
2016-06-01 01:28:00,1.11286,1.11289,1.11285,1.11288
2016-06-01 01:29:00,1.11287,1.11287,1.1128,1.1128
2016-06-01 01:30:00,1.1128,1.11283,1.11266,1.11275
2016-06-01 01:31:00,1.11276,1.11276,1.11272,1.11272
2016-06-01 01:32:00,1.11272,1.11279,1.11272,1.11279
2016-06-01 01:33:00,1.11278,1.11288,1.11278,1.11279
2016-06-01 01:34:00,1.11279,1.11282,1.11279,1.11279
2016-06-01 01:35:00,1.11279,1.1128,1.11279,1.11279
2016-06-01 01:36:00,1.11279,1.11284,1.11279,1.11283
2016-06-01 01:37:00,1.11283,1.11285,1.11281,1.11285
2016-06-01 01:38:00,1.11284,1.11285,1.11282,1.11283
2016-06-01 01:39:00,1.11282,1.11283,1.11278,1.11279
2016-06-01 01:40:00,1.1128,1.11281,1.11279,1.1128
2016-06-01 01:41:00,1.1128,1.1128,1.11267,1.11267
2016-06-01 01:42:00,1.11268,1.11268,1.11243,1.11245
2016-06-01 01:43:00,1.11245,1.11261,1.11245,1.1126
2016-06-01 01:44:00,1.11261,1.11266,1.11239,1.11239
2016-06-01 01:45:00,1.1124,1.11254,1.11185,1.1124
2016-06-01 01:46:00,1.11239,1.1124,1.11237,1.1124
2016-06-01 01:47:00,1.11241,1.11251,1.11236,1.11251
2016-06-01 01:48:00,1.11249,1.11265,1.11249,1.11261
2016-06-01 01:49:00,1.11261,1.11268,1.1126,1.11268
2016-06-01 01:50:00,1.11267,1.11276,1.11267,1.11273
2016-06-01 01:51:00,1.11273,1.11276,1.11257,1.11259
2016-06-01 01:52:00,1.11259,1.11259,1.11245,1.11246
2016-06-01 01:53:00,1.11246,1.11247,1.11241,1.11242
2016-06-01 01:54:00,1.11243,1.1125,1.11233,1.11233
2016-06-01 01:55:00,1.11236,1.11251,1.11236,1.11242
2016-06-01 01:56:00,1.11242,1.11272,1.11242,1.11272
2016-06-01 01:57:00,1.11271,1.11273,1.11257,1.11266
2016-06-01 01:58:00,1.11268,1.11268,1.11257,1.11259
2016-06-01 01:59:00,1.11257,1.11264,1.11255,1.11255
2016-06-01 02:00:00,1.11257,1.11271,1.11257,1.11262
2016-06-01 02:01:00,1.11264,1.11279,1.11261,1.11275
2016-06-01 02:02:00,1.11276,1.11276,1.11259,1.11268
2016-06-01 02:03:00,1.11268,1.11275,1.11268,1.11268
2016-06-01 02:04:00,1.11269,1.11269,1.1126,1.1126
2016-06-01 02:05:00,1.11258,1.11268,1.11255,1.11259
2016-06-01 02:06:00,1.11259,1.11259,1.11249,1.11259
2016-06-01 02:07:00,1.11258,1.1126,1.11251,1.11251
2016-06-01 02:08:00,1.11252,1.11256,1.11246,1.11256
2016-06-01 02:09:00,1.11255,1.11261,1.11254,1.11259
2016-06-01 02:10:00,1.11259,1.11263,1.11258,1.11261
2016-06-01 02:11:00,1.11261,1.11273,1.11259,1.11273
2016-06-01 02:12:00,1.11272,1.11273,1.1127,1.11271
2016-06-01 02:13:00,1.11272,1.11277,1.11271,1.11273
2016-06-01 02:14:00,1.11272,1.11287,1.11272,1.11285
2016-06-01 02:15:00,1.11284,1.11286,1.11267,1.11272
2016-06-01 02:16:00,1.11272,1.11278,1.11271,1.11275
2016-06-01 02:17:00,1.11275,1.11276,1.11264,1.11271
2016-06-01 02:18:00,1.11271,1.11288,1.11267,1.11268
2016-06-01 02:19:00,1.11269,1.11282,1.11269,1.11281
2016-06-01 02:20:00,1.11281,1.11283,1.11278,1.11279
2016-06-01 02:21:00,1.11277,1.11277,1.11256,1.11268
2016-06-01 02:22:00,1.11267,1.11278,1.11267,1.11278
2016-06-01 02:23:00,1.11278,1.11278,1.1126,1.11262
2016-06-01 02:24:00,1.11262,1.11277,1.1126,1.1126
2016-06-01 02:25:00,1.1126,1.11262,1.11258,1.11262
2016-06-01 02:26:00,1.11261,1.11261,1.11254,1.11255
2016-06-01 02:27:00,1.11255,1.1126,1.11252,1.11254
2016-06-01 02:28:00,1.11253,1.11259,1.11253,1.11255
2016-06-01 02:29:00,1.11254,1.1126,1.11249,1.11256
2016-06-01 02:30:00,1.11255,1.11273,1.11255,1.11266
2016-06-01 02:31:00,1.11265,1.11269,1.11257,1.11268
2016-06-01 02:32:00,1.11268,1.11269,1.11258,1.11259
2016-06-01 02:33:00,1.11261,1.11281,1.11253,1.11256
2016-06-01 02:34:00,1.11256,1.11284,1.11256,1.11276
2016-06-01 02:35:00,1.11276,1.11276,1.11247,1.11247
2016-06-01 02:36:00,1.11248,1.11249,1.11234,1.11234
2016-06-01 02:37:00,1.11233,1.11236,1.11218,1.11232
2016-06-01 02:38:00,1.11232,1.11232,1.11212,1.11221
2016-06-01 02:39:00,1.11221,1.11232,1.11214,1.11216
2016-06-01 02:40:00,1.11216,1.11223,1.11214,1.11223
2016-06-01 02:41:00,1.11223,1.11226,1.11223,1.11224
2016-06-01 02:42:00,1.11225,1.11237,1.11222,1.11228
2016-06-01 02:43:00,1.11228,1.11228,1.11221,1.11225
2016-06-01 02:44:00,1.11227,1.11235,1.11222,1.11235
2016-06-01 02:45:00,1.11234,1.11234,1.11222,1.11228
2016-06-01 02:46:00,1.11228,1.11245,1.11221,1.11243
2016-06-01 02:47:00,1.11243,1.1125,1.11243,1.11248
2016-06-01 02:48:00,1.11247,1.11248,1.11238,1.11238
2016-06-01 02:49:00,1.11239,1.11246,1.11236,1.11236
2016-06-01 02:50:00,1.11237,1.11245,1.11237,1.11245
2016-06-01 02:51:00,1.11245,1.11245,1.1123,1.11238
2016-06-01 02:52:00,1.11238,1.1124,1.11228,1.11228
2016-06-01 02:53:00,1.11227,1.11229,1.11223,1.11226
2016-06-01 02:54:00,1.11226,1.11226,1.11219,1.1122
2016-06-01 02:55:00,1.11221,1.11225,1.1121,1.11218
2016-06-01 02:56:00,1.11217,1.11222,1.11216,1.11219
2016-06-01 02:57:00,1.11218,1.11231,1.11213,1.11223
2016-06-01 02:58:00,1.11224,1.11225,1.11192,1.112
2016-06-01 02:59:00,1.112,1.11202,1.11174,1.11178
2016-06-01 03:00:00,1.11177,1.1119,1.11177,1.11185
2016-06-01 03:01:00,1.11185,1.11188,1.11179,1.1118
2016-06-01 03:02:00,1.11181,1.11191,1.11177,1.1119
2016-06-01 03:03:00,1.11192,1.11201,1.11191,1.11201
2016-06-01 03:04:00,1.11201,1.11201,1.11196,1.11199
2016-06-01 03:05:00,1.112,1.1121,1.11199,1.1121
2016-06-01 03:06:00,1.1121,1.1122,1.11207,1.1122
2016-06-01 03:07:00,1.11221,1.11222,1.11215,1.11221
2016-06-01 03:08:00,1.11222,1.11223,1.1122,1.11223
2016-06-01 03:09:00,1.11224,1.11226,1.11224,1.11226
2016-06-01 03:10:00,1.11226,1.11245,1.11226,1.11245
2016-06-01 03:11:00,1.11245,1.11245,1.1123,1.11236
2016-06-01 03:12:00,1.11236,1.11243,1.11231,1.11241
2016-06-01 03:13:00,1.1124,1.11241,1.11236,1.11236
2016-06-01 03:14:00,1.11235,1.11235,1.1123,1.11234
2016-06-01 03:15:00,1.11233,1.11233,1.11221,1.11221
2016-06-01 03:16:00,1.11221,1.11228,1.11221,1.11228
2016-06-01 03:17:00,1.11228,1.11238,1.11228,1.11238
2016-06-01 03:18:00,1.11237,1.1124,1.11235,1.11239
2016-06-01 03:19:00,1.11239,1.11239,1.11225,1.11225
2016-06-01 03:20:00,1.11225,1.11225,1.11217,1.11218
2016-06-01 03:21:00,1.11219,1.11219,1.11207,1.11208
2016-06-01 03:22:00,1.11208,1.1121,1.11195,1.11197
2016-06-01 03:23:00,1.11197,1.11201,1.11189,1.112
2016-06-01 03:24:00,1.11199,1.112,1.11193,1.11194
2016-06-01 03:25:00,1.11195,1.11195,1.11185,1.11186
2016-06-01 03:26:00,1.11186,1.11194,1.11186,1.11191
2016-06-01 03:27:00,1.1119,1.11194,1.1119,1.11194
2016-06-01 03:28:00,1.11193,1.11195,1.11192,1.11194
2016-06-01 03:29:00,1.11195,1.11195,1.11188,1.11194
2016-06-01 03:30:00,1.11193,1.11195,1.1119,1.1119
2016-06-01 03:31:00,1.1119,1.11194,1.11187,1.11187
2016-06-01 03:32:00,1.11186,1.11196,1.11185,1.11195
2016-06-01 03:33:00,1.11194,1.112,1.11194,1.11199
2016-06-01 03:34:00,1.11199,1.11199,1.11188,1.11194
2016-06-01 03:35:00,1.11195,1.11196,1.11193,1.11194
2016-06-01 03:36:00,1.11195,1.11209,1.11195,1.11205
2016-06-01 03:37:00,1.11206,1.11213,1.11205,1.11213
2016-06-01 03:38:00,1.11213,1.11213,1.11209,1.11211
2016-06-01 03:39:00,1.11208,1.11216,1.11208,1.11214
2016-06-01 03:40:00,1.11213,1.11217,1.11211,1.11213
2016-06-01 03:41:00,1.11213,1.11219,1.11213,1.11215
2016-06-01 03:42:00,1.11215,1.11231,1.11214,1.11218
2016-06-01 03:43:00,1.11217,1.11226,1.11217,1.11224
2016-06-01 03:44:00,1.11225,1.11225,1.11218,1.11218
2016-06-01 03:45:00,1.11219,1.11239,1.11217,1.11238
2016-06-01 03:46:00,1.11237,1.11238,1.11233,1.11234
2016-06-01 03:47:00,1.11233,1.11235,1.11226,1.11226
2016-06-01 03:48:00,1.11225,1.11242,1.11222,1.1124
2016-06-01 03:49:00,1.11241,1.1125,1.11236,1.11239
2016-06-01 03:50:00,1.11239,1.11243,1.11237,1.11241
2016-06-01 03:51:00,1.11242,1.11248,1.11241,1.11244
2016-06-01 03:52:00,1.11243,1.11248,1.1124,1.11242
2016-06-01 03:53:00,1.11241,1.11249,1.11241,1.11247
2016-06-01 03:54:00,1.11248,1.11248,1.11241,1.11244
2016-06-01 03:55:00,1.11243,1.11247,1.11241,1.11242
2016-06-01 03:56:00,1.11242,1.11245,1.11226,1.11226
2016-06-01 03:57:00,1.11226,1.11234,1.11226,1.11234
2016-06-01 03:58:00,1.11233,1.11233,1.11229,1.11229
2016-06-01 03:59:00,1.11228,1.11237,1.11227,1.11237
2016-06-01 04:00:00,1.11237,1.11238,1.11228,1.11228
2016-06-01 04:01:00,1.11229,1.1123,1.11228,1.11228
2016-06-01 04:02:00,1.11227,1.11229,1.11216,1.11216
2016-06-01 04:03:00,1.11216,1.11223,1.11215,1.11216
2016-06-01 04:04:00,1.11216,1.1122,1.11213,1.11217
2016-06-01 04:05:00,1.11217,1.11219,1.11213,1.11214
2016-06-01 04:06:00,1.11213,1.11216,1.1121,1.1121
2016-06-01 04:07:00,1.11209,1.11209,1.11206,1.11207
2016-06-01 04:08:00,1.11208,1.1121,1.11195,1.11195
2016-06-01 04:09:00,1.11194,1.11195,1.11181,1.11181
2016-06-01 04:10:00,1.11182,1.11185,1.11163,1.11164
2016-06-01 04:11:00,1.11166,1.1117,1.11158,1.11161
2016-06-01 04:12:00,1.11162,1.11164,1.11151,1.11151
2016-06-01 04:13:00,1.11152,1.11164,1.11151,1.11159
2016-06-01 04:14:00,1.11159,1.11163,1.11144,1.11159
2016-06-01 04:15:00,1.11159,1.11165,1.11158,1.11161
2016-06-01 04:16:00,1.1116,1.11166,1.1116,1.11165
2016-06-01 04:17:00,1.11165,1.11167,1.11162,1.11166
2016-06-01 04:18:00,1.11166,1.11178,1.11165,1.11178
2016-06-01 04:19:00,1.11177,1.11187,1.11171,1.11186
2016-06-01 04:20:00,1.11187,1.11187,1.11181,1.11187
2016-06-01 04:21:00,1.1119,1.11194,1.11188,1.1119
2016-06-01 04:22:00,1.11191,1.11191,1.11171,1.11191
2016-06-01 04:23:00,1.1119,1.11197,1.1119,1.11197
2016-06-01 04:24:00,1.11196,1.11201,1.11196,1.112
2016-06-01 04:25:00,1.11201,1.11208,1.11199,1.11206
2016-06-01 04:26:00,1.11206,1.11213,1.11206,1.11212
2016-06-01 04:27:00,1.11213,1.11216,1.11208,1.11213
2016-06-01 04:28:00,1.11214,1.11215,1.1121,1.11215
2016-06-01 04:29:00,1.11213,1.11215,1.11212,1.11214
2016-06-01 04:30:00,1.11214,1.11215,1.11212,1.11213
2016-06-01 04:31:00,1.11213,1.11214,1.11213,1.11214
2016-06-01 04:32:00,1.11214,1.11215,1.11214,1.11215
2016-06-01 04:33:00,1.11216,1.11216,1.11211,1.11213
2016-06-01 04:34:00,1.11213,1.11213,1.11207,1.11209
2016-06-01 04:35:00,1.11209,1.11211,1.11207,1.11208
2016-06-01 04:36:00,1.11207,1.11213,1.11207,1.11213
2016-06-01 04:37:00,1.11213,1.11215,1.11203,1.11205
2016-06-01 04:38:00,1.11205,1.11213,1.11205,1.11208
2016-06-01 04:39:00,1.11209,1.11209,1.11204,1.11205
2016-06-01 04:40:00,1.11206,1.11207,1.11202,1.11206
2016-06-01 04:41:00,1.11207,1.11207,1.11196,1.11196
2016-06-01 04:42:00,1.11196,1.112,1.11196,1.11198
2016-06-01 04:43:00,1.11198,1.11199,1.11197,1.11199
2016-06-01 04:44:00,1.112,1.11208,1.11199,1.11207
2016-06-01 04:45:00,1.11207,1.11212,1.11207,1.1121
2016-06-01 04:46:00,1.1121,1.11212,1.11209,1.11212
2016-06-01 04:47:00,1.11211,1.11211,1.11207,1.11208
2016-06-01 04:48:00,1.11207,1.11217,1.11207,1.11216
2016-06-01 04:49:00,1.11216,1.11233,1.11216,1.11233
2016-06-01 04:50:00,1.11234,1.11236,1.11225,1.11235
2016-06-01 04:51:00,1.11235,1.11237,1.11231,1.11233
2016-06-01 04:52:00,1.11233,1.11237,1.11228,1.11228
2016-06-01 04:53:00,1.11227,1.11248,1.11227,1.11245
2016-06-01 04:54:00,1.11243,1.11243,1.11228,1.11229
2016-06-01 04:55:00,1.1123,1.11232,1.1123,1.11232
2016-06-01 04:56:00,1.11232,1.11234,1.11221,1.11221
2016-06-01 04:57:00,1.11221,1.11221,1.11213,1.11214
2016-06-01 04:58:00,1.11214,1.1122,1.11214,1.1122
2016-06-01 04:59:00,1.1122,1.11239,1.1122,1.11237
2016-06-01 05:00:00,1.11238,1.1124,1.1123,1.11231
2016-06-01 05:01:00,1.11231,1.11231,1.11222,1.11222
2016-06-01 05:02:00,1.11221,1.11226,1.11216,1.11221
2016-06-01 05:03:00,1.1122,1.11221,1.11201,1.11201
2016-06-01 05:04:00,1.11202,1.1121,1.112,1.11209
2016-06-01 05:05:00,1.11208,1.11214,1.11204,1.11209
2016-06-01 05:06:00,1.11208,1.11214,1.11203,1.11203
2016-06-01 05:07:00,1.11203,1.11206,1.11202,1.11202
2016-06-01 05:08:00,1.11202,1.11202,1.11197,1.112
2016-06-01 05:09:00,1.11199,1.11201,1.11197,1.11201
2016-06-01 05:10:00,1.11202,1.11204,1.11202,1.11204
2016-06-01 05:11:00,1.11204,1.11214,1.11204,1.11214
2016-06-01 05:12:00,1.11214,1.11214,1.11208,1.11213
2016-06-01 05:13:00,1.11213,1.11215,1.1121,1.11212
2016-06-01 05:14:00,1.11212,1.11214,1.11212,1.11212
2016-06-01 05:15:00,1.11212,1.11213,1.11212,1.11213
2016-06-01 05:16:00,1.11214,1.11214,1.11213,1.11214
2016-06-01 05:17:00,1.11214,1.11214,1.11204,1.11204
2016-06-01 05:18:00,1.11206,1.11207,1.11204,1.11205
2016-06-01 05:19:00,1.11205,1.11207,1.11197,1.11201
2016-06-01 05:20:00,1.11201,1.11203,1.11197,1.11197
2016-06-01 05:21:00,1.11197,1.11205,1.11197,1.11204
2016-06-01 05:22:00,1.11204,1.11205,1.11203,1.11204
2016-06-01 05:23:00,1.11204,1.11204,1.11197,1.11203
2016-06-01 05:24:00,1.11203,1.11204,1.11202,1.11204
2016-06-01 05:25:00,1.11203,1.11203,1.11197,1.11198
2016-06-01 05:26:00,1.11197,1.11199,1.11197,1.11198
2016-06-01 05:27:00,1.11198,1.11198,1.1119,1.1119
2016-06-01 05:28:00,1.11191,1.11198,1.11191,1.11196
2016-06-01 05:29:00,1.11196,1.11198,1.11195,1.11198
2016-06-01 05:30:00,1.11198,1.11203,1.11198,1.11201
2016-06-01 05:31:00,1.11202,1.11204,1.11199,1.112
2016-06-01 05:32:00,1.112,1.11204,1.112,1.11202
2016-06-01 05:33:00,1.11202,1.11205,1.11201,1.11204
2016-06-01 05:34:00,1.11204,1.11215,1.11202,1.11215
2016-06-01 05:35:00,1.11215,1.11223,1.11215,1.1122
2016-06-01 05:36:00,1.11221,1.11225,1.11221,1.11223
2016-06-01 05:37:00,1.11223,1.11236,1.11221,1.11232
2016-06-01 05:38:00,1.11233,1.11233,1.11227,1.11229
2016-06-01 05:39:00,1.11229,1.11231,1.11225,1.11227
2016-06-01 05:40:00,1.11226,1.11227,1.11219,1.11219
2016-06-01 05:41:00,1.11219,1.11221,1.11219,1.11219
2016-06-01 05:42:00,1.11219,1.11221,1.11217,1.11218
2016-06-01 05:43:00,1.11218,1.11222,1.11218,1.11222
2016-06-01 05:44:00,1.1122,1.11221,1.1122,1.11221
2016-06-01 05:45:00,1.11221,1.11221,1.11221,1.11221
2016-06-01 05:46:00,1.11222,1.1125,1.11222,1.1125
2016-06-01 05:47:00,1.11249,1.11249,1.11237,1.11239
2016-06-01 05:48:00,1.11239,1.11244,1.11239,1.11244
2016-06-01 05:49:00,1.11244,1.11244,1.11227,1.11228
2016-06-01 05:50:00,1.11228,1.11234,1.11224,1.11224
2016-06-01 05:51:00,1.11225,1.11231,1.1122,1.1122
2016-06-01 05:52:00,1.11221,1.11223,1.1122,1.1122
2016-06-01 05:53:00,1.1122,1.11222,1.1122,1.11221
2016-06-01 05:54:00,1.11221,1.11225,1.11221,1.11224
2016-06-01 05:55:00,1.11224,1.11226,1.11224,1.11224
2016-06-01 05:56:00,1.11224,1.11224,1.11223,1.11224
2016-06-01 05:57:00,1.11224,1.11228,1.11224,1.11226
2016-06-01 05:58:00,1.11224,1.11234,1.1122,1.11233
2016-06-01 05:59:00,1.11232,1.11243,1.11231,1.11243
2016-06-01 06:00:00,1.11242,1.11243,1.11242,1.11243
2016-06-01 06:01:00,1.11243,1.11248,1.11241,1.11247
2016-06-01 06:02:00,1.11245,1.11275,1.11242,1.11245
2016-06-01 06:03:00,1.11244,1.11247,1.11207,1.11207
2016-06-01 06:04:00,1.11207,1.11223,1.11207,1.11223
2016-06-01 06:05:00,1.11222,1.11222,1.11206,1.11209
2016-06-01 06:06:00,1.11207,1.11209,1.11194,1.112
2016-06-01 06:07:00,1.112,1.11201,1.11195,1.11199
2016-06-01 06:08:00,1.112,1.11201,1.11191,1.11195
2016-06-01 06:09:00,1.11195,1.11199,1.11194,1.11196
2016-06-01 06:10:00,1.11197,1.11203,1.11194,1.11195
2016-06-01 06:11:00,1.11196,1.11203,1.11184,1.11184
2016-06-01 06:12:00,1.11184,1.11184,1.11165,1.11173
2016-06-01 06:13:00,1.11173,1.11184,1.11172,1.11184
2016-06-01 06:14:00,1.11184,1.11198,1.11184,1.11186
2016-06-01 06:15:00,1.11189,1.11214,1.11189,1.1121
2016-06-01 06:16:00,1.11209,1.11213,1.11196,1.112
2016-06-01 06:17:00,1.112,1.11215,1.11197,1.11215
2016-06-01 06:18:00,1.11214,1.11215,1.11211,1.11214
2016-06-01 06:19:00,1.11214,1.1122,1.11212,1.11218
2016-06-01 06:20:00,1.11219,1.11227,1.11219,1.11224
2016-06-01 06:21:00,1.11227,1.1123,1.11227,1.11229
2016-06-01 06:22:00,1.11229,1.1123,1.11212,1.11219
2016-06-01 06:23:00,1.11219,1.11224,1.11216,1.1122
2016-06-01 06:24:00,1.1122,1.11228,1.1122,1.11227
2016-06-01 06:25:00,1.11228,1.11247,1.11226,1.11235
2016-06-01 06:26:00,1.11234,1.11282,1.1123,1.11257
2016-06-01 06:27:00,1.11256,1.11258,1.11206,1.11207
2016-06-01 06:28:00,1.11206,1.11215,1.11184,1.11207
2016-06-01 06:29:00,1.11207,1.11212,1.11192,1.11192
2016-06-01 06:30:00,1.11194,1.11226,1.11192,1.11219
2016-06-01 06:31:00,1.11218,1.11241,1.11218,1.1124
2016-06-01 06:32:00,1.1124,1.11244,1.1123,1.11234
2016-06-01 06:33:00,1.11232,1.11248,1.11232,1.11244
2016-06-01 06:34:00,1.11244,1.11264,1.11244,1.1126
2016-06-01 06:35:00,1.11261,1.11275,1.11259,1.11261
2016-06-01 06:36:00,1.11261,1.11283,1.1126,1.11275
2016-06-01 06:37:00,1.11274,1.11299,1.11268,1.11299
2016-06-01 06:38:00,1.113,1.11309,1.11291,1.11297
2016-06-01 06:39:00,1.11297,1.113,1.11283,1.11283
2016-06-01 06:40:00,1.11283,1.1129,1.11271,1.1128
2016-06-01 06:41:00,1.11279,1.11286,1.11277,1.1128
2016-06-01 06:42:00,1.1128,1.1128,1.11271,1.11272
2016-06-01 06:43:00,1.11273,1.11276,1.11272,1.11273
2016-06-01 06:44:00,1.11273,1.11274,1.11268,1.11269
2016-06-01 06:45:00,1.11269,1.11271,1.11261,1.11261
2016-06-01 06:46:00,1.11258,1.11258,1.11232,1.11233
2016-06-01 06:47:00,1.11235,1.11246,1.11233,1.11246
2016-06-01 06:48:00,1.11246,1.11248,1.11236,1.11236
2016-06-01 06:49:00,1.11236,1.11253,1.11236,1.11238
2016-06-01 06:50:00,1.11238,1.11251,1.11238,1.11249
2016-06-01 06:51:00,1.1125,1.11252,1.11248,1.1125
2016-06-01 06:52:00,1.11251,1.11253,1.11249,1.11251
2016-06-01 06:53:00,1.11252,1.11259,1.11251,1.11257
2016-06-01 06:54:00,1.11257,1.11257,1.11252,1.11254
2016-06-01 06:55:00,1.11254,1.11263,1.11252,1.11257
2016-06-01 06:56:00,1.11257,1.11261,1.11255,1.11261
2016-06-01 06:57:00,1.1126,1.1126,1.11244,1.11246
2016-06-01 06:58:00,1.11246,1.1125,1.11243,1.11247
2016-06-01 06:59:00,1.11248,1.11248,1.1124,1.11243
2016-06-01 07:00:00,1.11241,1.11241,1.11199,1.11204
2016-06-01 07:01:00,1.11205,1.11236,1.11205,1.11235
2016-06-01 07:02:00,1.11235,1.11266,1.11235,1.11266
2016-06-01 07:03:00,1.11267,1.11269,1.11243,1.11266
